"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (CEST)"
"*04gw7*",9,7,87,"F","Jadon Sancho","MUN","BarcelOna '53","Aug 4, 2022 8:32:05"
"*04agz*",9,8,88,"M","Declan Rice","WHU","Redford United","Aug 4, 2022 8:32:17"
"*03vlm*",9,9,89,"F","Anthony Martial","MUN","Nimma Koempels","Aug 4, 2022 8:33:02"
"*02lp9*",9,10,90,"D","Kyle Walker","MCI","László Hofnár","Aug 4, 2022 8:33:26"
"*0520r*",10,1,91,"F","Leandro Trossard","BHA","László Hofnár","Aug 4, 2022 8:33:40"
"*05ybq*",10,2,92,"D","Vitalii Mykolenko","EVE","Nimma Koempels","Aug 4, 2022 8:34:21"
"*02oq6*",10,3,93,"D","Luke Shaw","MUN","Redford United","Aug 4, 2022 8:34:27"
"*05tr8*",10,4,94,"M","Christian Norgaard","BRF","BarcelOna '53","Aug 4, 2022 8:34:39"
"*062ed*",10,5,95,"D","Rasmus Kristensen","LEE","Poor Man's Pirlo","Aug 4, 2022 8:34:58"
"*0521z*",10,6,96,"D","James Justin","LEI","Sjeeterboys","Aug 4, 2022 8:35:04"
"*05akv*",10,7,97,"D","Tyrick Mitchell","CRY","Mövenpickje FC","Aug 4, 2022 8:35:59"
"*04mdn*",10,8,98,"F","Anthony Gordon","EVE","Athletic de Bapao","Aug 4, 2022 8:36:10"
"*04s8k*",10,9,99,"M","Jorge Luiz Frello Filho","CHE","Klimmania","Aug 4, 2022 8:36:31"
"*04sat*",10,10,100,"M","Emile Smith Rowe","ARS","NOAD Athletic","Aug 4, 2022 8:37:03"
"*03fgo*",11,1,101,"F","Dominic Solanke","BOU","NOAD Athletic","Aug 4, 2022 8:37:29"
"*05os4*",11,2,102,"D","Rayan Ait-Nouri","WOL","Klimmania","Aug 4, 2022 8:37:54"
"*056iy*",11,3,103,"F","Pedro Lomba Neto","WOL","Athletic de Bapao","Aug 4, 2022 8:38:22"
"*04fk5*",11,4,104,"G","Ederson Santana de Moraes","MCI","Mövenpickje FC","Aug 4, 2022 8:39:05"
"*04qqv*",11,5,105,"M","Frederico Rodrigues de Paula Santos","MUN","Sjeeterboys","Aug 4, 2022 8:39:24"
"*05a6d*",11,6,106,"D","Tariq Lamptey","BHA","Poor Man's Pirlo","Aug 4, 2022 9:00:10"
"*04qr8*",11,7,107,"F","Diogo Jose Teixeira da Silva","LIV","BarcelOna '53","Aug 4, 2022 8:40:08"
"*061vp*",11,8,108,"M","Brenden Aaronson","LEE","Redford United","Aug 4, 2022 8:40:32"
"*04abn*",11,9,109,"M","Harvey Barnes","LEI","Nimma Koempels","Aug 4, 2022 8:40:38"
"*02m5b*",11,10,110,"F","Chris Wood","NEW","László Hofnár","Aug 4, 2022 8:41:19"
"*04rhd*",12,1,111,"M","Fabio Henrique Tavares","LIV","László Hofnár","Aug 4, 2022 8:41:47"
"*05tre*",12,2,112,"M","Vitaly Janelt","BRF","Nimma Koempels","Aug 4, 2022 8:42:40"
"*04rzl*",12,3,113,"F","Taiwo Awoniyi","NOT","Redford United","Aug 4, 2022 8:43:13"
"*04civ*",12,4,114,"M","Scott McTominay","MUN","BarcelOna '53","Aug 4, 2022 8:44:09"
"*061va*",12,5,115,"M","Boubacar Kamara","AVL","Poor Man's Pirlo","Aug 4, 2022 8:44:46"
"*04p0d*",12,6,116,"F","Dwight McNeil","EVE","Sjeeterboys","Aug 4, 2022 8:45:13"
"*02lpn*",12,7,117,"D","Eric Dier","TOT","Mövenpickje FC","Aug 4, 2022 8:45:22"
"*044ei*",12,8,118,"G","Nick Pope","NEW","Athletic de Bapao","Aug 4, 2022 8:45:30"
"*0554i*",12,9,119,"F","Joelinton Cassio Apolinario de Lira","NEW","Klimmania","Aug 4, 2022 8:46:14"
"*03dyp*",12,10,120,"F","Riyad Mahrez","MCI","NOAD Athletic","Aug 4, 2022 8:47:07"
"*02oo1*",13,1,121,"D","Ben Davies","TOT","NOAD Athletic","Aug 4, 2022 8:47:58"
"*03rxz*",13,2,122,"F","Roberto Firmino Barbosa de Oliveira","LIV","Klimmania","Aug 4, 2022 8:48:40"
"*049tq*",13,3,123,"F","Dominic Calvert-Lewin","EVE","Athletic de Bapao","Aug 4, 2022 8:48:46"
"*04qr6*",13,4,124,"M","Ruben Diogo da Silva Neves","WOL","Mövenpickje FC","Aug 4, 2022 8:49:11"
"*05mzx*",13,5,125,"D","Liam Cooper","LEE","Sjeeterboys","Aug 4, 2022 8:49:37"
"*05nnx*",13,6,126,"F","Rodrigo Moreno","LEE","Poor Man's Pirlo","Aug 4, 2022 8:50:07"
"*05oje*",13,7,127,"G","Edouard Mendy","CHE","BarcelOna '53","Aug 4, 2022 8:50:27"
"*051kl*",13,8,128,"M","Emiliano Buendia","AVL","Redford United","Aug 4, 2022 8:50:34"
"*05uns*",13,9,129,"F","Leon Bailey","AVL","Nimma Koempels","Aug 4, 2022 8:50:40"
"*04mqu*",13,10,130,"D","Aymeric Laporte","MCI","László Hofnár","Aug 4, 2022 8:50:58"
"*062ft*",14,1,131,"D","Tyrell Malacia","MUN","László Hofnár","Aug 4, 2022 8:51:18"
"*05gcq*",14,2,132,"M","Daniel Castelo Podence","WOL","Nimma Koempels","Aug 4, 2022 8:51:23"
"*061vk*",14,3,133,"F","Jaidon Anthony","BOU","Redford United","Aug 4, 2022 8:51:47"
"*03dx7*",14,4,134,"D","Ben Mee","BRF","BarcelOna '53","Aug 4, 2022 8:52:03"
"*03yww*",14,5,135,"G","Dean Henderson","NOT","Poor Man's Pirlo","Aug 4, 2022 8:59:55"
"*062cn*",14,6,136,"F","Julian Alvarez","MCI","Sjeeterboys","Aug 4, 2022 8:52:56"
"*061ya*",14,7,137,"F","Brennan Johnson","NOT","Mövenpickje FC","Aug 4, 2022 8:53:23"
"*02y6o*",14,8,138,"D","Nathan Ake","MCI","Athletic de Bapao","Aug 4, 2022 8:53:30"
"*04yey*",14,9,139,"D","Max Kilman","WOL","Klimmania","Aug 4, 2022 8:53:46"
"*05nt6*",14,10,140,"M","Eberechi Eze","CRY","NOAD Athletic","Aug 4, 2022 8:53:55"
"*05u1m*",15,1,141,"D","Nathan Collins","WOL","NOAD Athletic","Aug 4, 2022 8:54:13"
"*05tr2*",15,2,142,"D","Pontus Jansson","BRF","Klimmania","Aug 4, 2022 8:54:27"
"*03u2b*",15,3,143,"F","Adama Traore","WOL","Athletic de Bapao","Aug 4, 2022 8:54:47"
"*051k8*",15,4,144,"M","Conor Gallagher","CHE","Mövenpickje FC","Aug 4, 2022 8:55:32"
"*04amh*",15,5,145,"G","Aaron Ramsdale","ARS","Sjeeterboys","Aug 4, 2022 8:55:44"
"*0620k*",15,6,146,"D","Nayef Aguerd","WHU","Poor Man's Pirlo","Aug 4, 2022 8:56:02"
"*05mzw*",15,7,147,"D","Luke Ayling","LEE","BarcelOna '53","Aug 4, 2022 8:56:11"
"*04fk9*",15,8,148,"D","Jan Bednarek","SOU","Redford United","Aug 4, 2022 8:56:43"
"*05a6e*",15,9,149,"D","Neco Williams","NOT","Nimma Koempels","Aug 4, 2022 8:56:55"
"*05udg*",15,10,150,"G","Jose Pedro Malheiro de Sa","WOL","László Hofnár","Aug 4, 2022 8:57:04"
"*05oyq*",16,1,151,"F","Said Benrahma","WHU","László Hofnár","Aug 4, 2022 8:57:26"
"*05gcc*",16,2,152,"M","Kiernan Dewsbury-Hall","LEI","Nimma Koempels","Aug 4, 2022 8:57:32"
"*03srm*",16,3,153,"M","N'Golo Kante","CHE","Redford United","Aug 4, 2022 8:58:00"
"*04aiz*",16,4,154,"M","Wilfred Ndidi","LEI","BarcelOna '53","Aug 4, 2022 8:58:32"
"*062p3*",16,5,155,"F","Keane Lewis-Potter","BRF","Poor Man's Pirlo","Aug 4, 2022 8:58:40"
"*03gu4*",16,6,156,"D","Harry Maguire","MUN","Sjeeterboys","Aug 4, 2022 8:59:13"
"*03yq8*",16,7,157,"F","Demarai Gray","EVE","Mövenpickje FC","Aug 4, 2022 8:59:59"
"*05u7f*",16,8,158,"D","Ibrahima Konate","LIV","Athletic de Bapao","Aug 4, 2022 9:00:07"
"*04sft*",16,9,159,"M","Yves Bissouma","TOT","Klimmania","Aug 4, 2022 9:00:17"
"*03yu2*",16,10,160,"M","Abdoulaye Doucoure","EVE","NOAD Athletic","Aug 4, 2022 9:00:27"
